Item;Código;Descrição;Len;Livres;Alimentos;Alimentos in natura;Alimentos semi-elaborados;Alimentos industrializados;Serviços;Serviços - Subjacente;Serviços - Ex-Subjacente;Duráveis;Semi-duráveis;Não duráveis;Monitorados;Não comercializáveis;Comercializáveis;Núcleo EX0;Núcleo EX1;Núcleo EX2;Núcleo EX3;Bens Industriais;Ex AD e Monitorados;Subjacentes Ex AF;Sensíveis ao Ciclo;Bens Industriais Ex Vestuario e Auto;Combustíveis;Monitorados Ex Combustíveis;Automóveis;Sticky-prices
1114087.Vinho;1114087;Vinho;7;1;1;0;0;1;0;0;0;0;0;1;0;0;1;0;1;1;0;1;0;0;0;1;0;0;0;0
1114090.Suco em pó;1114090;Suco em pó;7;1;1;0;0;1;0;0;0;0;0;1;0;0;1;0;1;1;0;1;0;0;0;1;0;0;0;0
1114091.Chá mate (erva mate);1114091;Chá mate (erva mate);7;1;1;0;0;1;0;0;0;0;0;1;0;0;1;0;1;1;0;1;0;0;0;1;0;0;0;0
1115.Enlatados e conservas;1115;Enlatados e conservas;4;1;1;0;0;1;0;0;0;0;0;1;0;0;1;0;1;1;0;1;0;0;0;1;0;0;0;0
1115013.Alimento infantil;1115013;Alimento infantil;7;1;1;0;0;1;0;0;0;0;0;1;0;0;1;0;1;1;0;1;0;0;0;1;0;0;0;0
1115016.Palmito em conserva;1115016;Palmito em conserva;7;1;1;0;0;1;0;0;0;0;0;1;0;0;1;0;1;1;0;1;0;0;0;1;0;0;0;0
1115017.Pepino em conserva;1115017;Pepino em conserva;7;1;1;0;0;1;0;0;0;0;0;1;0;0;1;0;1;1;0;1;0;0;0;1;0;0;0;0
1115039.Sardinha em conserva;1115039;Sardinha em conserva;7;1;1;0;0;1;0;0;0;0;0;1;0;0;1;0;1;1;0;1;0;0;0;1;0;0;0;0
1115050.Salsicha em conserva;1115050;Salsicha em conserva;7;1;1;0;0;1;0;0;0;0;0;1;0;0;1;0;1;1;0;1;0;0;0;1;0;0;0;0
1115056.Sopa desidratada;1115056;Sopa desidratada;7;1;1;0;0;1;0;0;0;0;0;1;0;0;1;0;1;1;0;1;0;0;0;1;0;0;0;0
1115057.Azeitona;1115057;Azeitona;7;1;1;0;0;1;0;0;0;0;0;1;0;0;1;0;1;1;0;1;0;0;0;1;0;0;0;0
1115058.Milho-verde em conserva;1115058;Milho-verde em conserva;7;1;1;0;0;1;0;0;0;0;0;1;0;0;1;0;1;1;0;1;0;0;0;1;0;0;0;0
1115075.Atum em conserva;1115075;Atum em conserva;7;1;1;0;0;1;0;0;0;0;0;1;0;0;1;0;1;1;0;1;0;0;0;1;0;0;0;0
1116.Sal e condimentos;1116;Sal e condimentos;4;1;1;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0
1116001.Leite de coco;1116001;Leite de coco;7;1;1;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0
1116005.Atomatado;1116005;Atomatado;7;1;1;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0
1116010.Alho;1116010;Alho;7;1;1;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0
1116013.Sal;1116013;Sal;7;1;1;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0
1116022.Colorau;1116022;Colorau;7;1;1;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0
1116023.Caldo de tucupi;1116023;Caldo de tucupi;7;1;1;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0
1116026.Fermento;1116026;Fermento;7;1;1;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0
1116033.Maionese;1116033;Maionese;7;1;1;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0
1116041.Vinagre;1116041;Vinagre;7;1;1;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0
1116048.Caldo concentrado;1116048;Caldo concentrado;7;1;1;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0
1116071.Tempero misto;1116071;Tempero misto;7;1;1;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0
12.Alimentação fora do domicílio;12;Alimentação fora do domicílio;2;1;0;0;0;0;1;1;0;0;0;0;0;1;0;1;1;1;1;0;1;0;0;0;0;0;0;1
1201.Alimentação fora do domicílio;1201;Alimentação fora do domicílio;4;1;0;0;0;0;1;1;0;0;0;0;0;1;0;1;1;1;1;0;1;0;0;0;0;0;0;1
1201001.Refeição;1201001;Refeição;7;1;0;0;0;0;1;1;0;0;0;0;0;1;0;1;1;1;1;0;1;0;0;0;0;0;0;1
1201003.Lanche;1201003;Lanche;7;1;0;0;0;0;1;1;0;0;0;0;0;1;0;1;1;1;1;0;1;0;0;0;0;0;0;1
1201007.Refrigerante e água mineral;1201007;Refrigerante e água mineral;7;1;0;0;0;0;1;1;0;0;0;0;0;1;0;1;1;1;1;0;1;0;0;0;0;0;0;1
1201009.Cafezinho;1201009;Cafezinho;7;1;0;0;0;0;1;1;0;0;0;0;0;1;0;1;1;1;1;0;1;0;0;0;0;0;0;1
1201048.Cerveja;1201048;Cerveja;7;1;0;0;0;0;1;1;0;0;0;0;0;1;0;1;1;1;1;0;1;0;0;0;0;0;0;1
1201051.Outras bebidas alcoólicas;1201051;Outras bebidas alcoólicas;7;1;0;0;0;0;1;1;0;0;0;0;0;1;0;1;1;1;1;0;1;0;0;0;0;0;0;1
1201052.Vinho;1201052;Vinho;7;1;0;0;0;0;1;1;0;0;0;0;0;1;0;1;1;1;1;0;1;0;0;0;0;0;0;1
1201061.Doces;1201061;Doces;7;1;0;0;0;0;1;1;0;0;0;0;0;1;0;1;1;1;1;0;1;0;0;0;0;0;0;1
1201088.Sorvete;1201088;Sorvete;7;1;0;0;0;0;1;1;0;0;0;0;0;1;0;1;1;1;1;0;1;0;0;0;0;0;0;1
2.Habitação;2;Habitação;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;0;0;0;0;0;0;0
21.Encargos e manutenção;21;Encargos e manutenção;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;0;0;0;0;0;0;0
2101.Aluguel e taxas;2101;Aluguel e taxas;4;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;0;0;0;0;0;0;1
2101001.Aluguel residencial;2101001;Aluguel residencial;7;1;0;0;0;0;1;1;0;0;0;0;0;1;0;1;1;1;1;0;1;1;0;0;0;0;0;1
2101002.Condomínio;2101002;Condomínio;7;1;0;0;0;0;1;1;0;0;0;0;0;1;0;1;1;1;1;0;1;1;0;0;0;0;0;1
2101004.Taxa de água e esgoto;2101004;Taxa de água e esgoto;7;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1
2101012.Mudança;2101012;Mudança;7;1;0;0;0;0;1;1;0;0;0;0;0;1;0;1;1;1;1;0;1;1;0;0;0;0;0;1
2103.Reparos;2103;Reparos;4;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;1;1;0;0;1;0;0;0;0
2103005.Ferragens;2103005;Ferragens;7;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;1;1;0;0;1;0;0;0;0
2103008.Material de eletricidade;2103008;Material de eletricidade;7;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;1;1;0;0;1;0;0;0;0
2103012.Vidro;2103012;Vidro;7;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;1;1;0;0;1;0;0;0;0
2103014.Tinta;2103014;Tinta;7;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;1;1;0;0;1;0;0;0;0
2103032.Revestimento de piso e parede;2103032;Revestimento de piso e parede;7;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;1;1;0;0;1;0;0;0;0
2103038.Madeira e taco;2103038;Madeira e taco;7;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;1;1;0;0;1;0;0;0;0
2103039.Cimento;2103039;Cimento;7;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;1;1;1;1;0;0;1;0;0;0;0
2103040.Tijolo;2103040;Tijolo;7;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;1;1;1;1;0;0;1;0;0;0;0
2103041.Material hidráulico;2103041;Material hidráulico;7;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;1;1;0;0;1;0;0;0;0
2103042.Mão de obra;2103042;Mão de obra;7;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0
2103048.Areia;2103048;Areia;7;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;1;1;1;1;0;0;1;0;0;0;0
2103049.Pedras;2103049;Pedras;7;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;1;1;0;0;1;0;0;0;0
2103055.Telha;2103055;Telha;7;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;1;1;0;0;1;0;0;0;0
2104.Artigos de limpeza;2104;Artigos de limpeza;4;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;1;1;0;0;1;0;0;0;0
2104003.Saco para lixo;2104003;Saco para lixo;7;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;1;1;0;0;1;0;0;0;0
2104005.Água sanitária;2104005;Água sanitária;7;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;1;1;0;0;1;0;0;0;0
2104008.Detergente;2104008;Detergente;7;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;1;1;0;0;1;0;0;0;0
2104009.Sabão em pó;2104009;Sabão em pó;7;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;1;1;0;0;1;0;0;0;0
2104012.Desinfetante;2104012;Desinfetante;7;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;1;1;0;0;1;0;0;0;0
2104015.Sabão em barra;2104015;Sabão em barra;7;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;1;1;0;0;1;0;0;0;0
2104016.Esponja de limpeza;2104016;Esponja de limpeza;7;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;1;1;0;0;1;0;0;0;0
2104019.Sabão líquido;2104019;Sabão líquido;7;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;1;1;0;0;1;0;0;0;0
2104020.Limpador multiuso;2104020;Limpador multiuso;7;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;1;1;0;0;1;0;0;0;0
2104041.Papel toalha;2104041;Papel toalha;7;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;1;1;0;0;1;0;0;0;0
2104085.Amaciante e alvejante;2104085;Amaciante e alvejante;7;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;1;1;0;0;1;0;0;0;0
22.Combustíveis e energia;22;Combustíveis e energia;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;0;0;0;1;0;0;0
2201.Combustíveis (domésticos);2201;Combustíveis (domésticos);4;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;1;0;0;0;1;0;0;0
2201003.Carvão vegetal;2201003;Carvão vegetal;7;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;1;1;1;1;0;0;1;1;0;0;0
2201004.Gás de botijão;2201004;Gás de botijão;7;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
2201005.Gás encanado;2201005;Gás encanado;7;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
2202.Energia elétrica residencial;2202;Energia elétrica residencial;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
2202003.Energia elétrica residencial;2202003;Energia elétrica residencial;7;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
3.Artigos de residência;3;Artigos de residência;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;0;0;0;0;0;0;0
31.Móveis e utensílios;31;Móveis e utensílios;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;0;0;0;0;0;0;1
3101.Mobiliário;3101;Mobiliário;4;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;1;1;1;0;0;1;0;0;0;1
3101002.Móvel para sala;3101002;Móvel para sala;7;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;1;1;1;0;0;1;0;0;0;1
3101003.Móvel para quarto;3101003;Móvel para quarto;7;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;1;1;1;0;0;1;0;0;0;1
3101015.Móvel para copa e cozinha;3101015;Móvel para copa e cozinha;7;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;1;1;1;0;0;1;0;0;0;1
3101016.Móvel infantil;3101016;Móvel infantil;7;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;1;1;1;0;0;1;0;0;0;1
3101017.Colchão;3101017;Colchão;7;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;1;1;1;0;0;1;0;0;0;1
3102.Utensílios e enfeites;3102;Utensílios e enfeites;4;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;0;0;0;0;0;0;1
3102001.Artigos de iluminação;3102001;Artigos de iluminação;7;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;1;1;1;0;0;1;0;0;0;1
3102005.Tapete;3102005;Tapete;7;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;1;1;1;0;0;1;0;0;0;1
3102006.Cortina;3102006;Cortina;7;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;0;0;1;0;0;0;1
3102007.Utensílios de metal;3102007;Utensílios de metal;7;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;0;0;1;0;0;0;1
3102009.Utensílios de vidro e louça;3102009;Utensílios de vidro e louça;7;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;0;0;1;0;0;0;1
3102010.Utensílios de plástico;3102010;Utensílios de plástico;7;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;0;0;1;0;0;0;1
3102035.Flores naturais;3102035;Flores naturais;7;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;1;1;0;0;1;0;0;0;1
3102337.Utensílios para bebê;3102337;Utensílios para bebê;7;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;0;0;1;0;0;0;1
3103.Cama, mesa e banho;3103;Cama, mesa e banho;4;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;0;0;1;0;0;0;1
3103001.Roupa de cama;3103001;Roupa de cama;7;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;0;0;1;0;0;0;1
3103003.Roupa de banho;3103003;Roupa de banho;7;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;0;0;1;0;0;0;1
32.Aparelhos eletroeletrônicos;32;Aparelhos eletroeletrônicos;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0
3201.Eletrodomésticos e equipamentos;3201;Eletrodomésticos e equipamentos;4;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0
3201001.Refrigerador;3201001;Refrigerador;7;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;0;1;1;0;0;1;0;0;0;0
3201002.Ar-condicionado;3201002;Ar-condicionado;7;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;0;1;1;0;0;1;0;0;0;0
3201006.Máquina de lavar roupa;3201006;Máquina de lavar roupa;7;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;0;1;1;0;0;1;0;0;0;0
3201013.Ventilador;3201013;Ventilador;7;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;0;1;1;0;0;1;0;0;0;0
3201021.Fogão;3201021;Fogão;7;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;0;1;1;0;0;1;0;0;0;0
3201050.Chuveiro elétrico;3201050;Chuveiro elétrico;7;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;0;1;1;0;0;1;0;0;0;0
3202.Tv, som e informática;3202;Tv, som e informática;4;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0
3202001.Televisor;3202001;Televisor;7;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;0;1;1;0;0;1;0;0;0;0
3202003.Aparelho de som;3202003;Aparelho de som;7;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;0;1;1;0;0;1;0;0;0;0
3202008.Videogame (console);3202008;Videogame (console);7;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;0;1;1;0;0;1;0;0;0;0
3202028.Computador pessoal;3202028;Computador pessoal;7;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;0;1;1;0;0;1;0;0;0;0
33.Consertos e manutenção;33;Consertos e manutenção;2;1;0;0;0;0;1;1;0;0;0;0;0;1;0;1;1;1;1;0;1;1;1;0;0;0;0;0
3301.Consertos e manutenção;3301;Consertos e manutenção;4;1;0;0;0;0;1;1;0;0;0;0;0;1;0;1;1;1;1;0;1;1;0;0;0;0;0;0
3301002.Conserto de refrigerador;3301002;Conserto de refrigerador;7;1;0;0;0;0;1;1;0;0;0;0;0;1;0;1;1;1;1;0;1;1;0;0;0;0;0;0
3301006.Conserto de televisor;3301006;Conserto de televisor;7;1;0;0;0;0;1;1;0;0;0;0;0;1;0;1;1;1;1;0;1;1;0;0;0;0;0;0
3301015.Conserto de máquina de lavar roupa;3301015;Conserto de máquina de lavar roupa;7;1;0;0;0;0;1;1;0;0;0;0;0;1;0;1;1;1;1;0;1;1;0;0;0;0;0;0
3301022.Reforma de estofado;3301022;Reforma de estofado;7;1;0;0;0;0;1;1;0;0;0;0;0;1;0;1;1;1;1;0;1;1;0;0;0;0;0;0
3301088.Conserto de aparelho celular;3301088;Conserto de aparelho celular;7;1;0;0;0;0;1;1;0;0;0;0;0;1;0;1;1;1;1;0;1;1;0;0;0;0;0;0
3301130.Conserto de bicicleta;3301130;Conserto de bicicleta;7;1;0;0;0;0;1;1;0;0;0;0;0;1;0;1;1;1;1;0;1;1;0;0;0;0;0;0
4.Vestuário;4;Vestuário;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0
41.Roupas;41;Roupas;2;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0
4101.Roupa masculina;4101;Roupa masculina;4;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0
4101002.Calça comprida masculina;4101002;Calça comprida masculina;7;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0
4101005.Agasalho masculino;4101005;Agasalho masculino;7;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0
4101006.Bermuda/short masculino;4101006;Bermuda/short masculino;7;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0
4101008.Cueca;4101008;Cueca;7;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0
4101009.Camisa/camiseta masculina;4101009;Camisa/camiseta masculina;7;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0
4102.Roupa feminina;4102;Roupa feminina;4;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0
4102002.Calça comprida feminina;4102002;Calça comprida feminina;7;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0
4102003.Agasalho feminino;4102003;Agasalho feminino;7;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0
4102004.Saia;4102004;Saia;7;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0
4102005.Vestido;4102005;Vestido;7;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0
4102008.Blusa;4102008;Blusa;7;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0
4102010.Lingerie;4102010;Lingerie;7;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0
4102013.Bermuda/short feminino;4102013;Bermuda/short feminino;7;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0
4103.Roupa infantil;4103;Roupa infantil;4;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;1
4103001.Uniforme escolar;4103001;Uniforme escolar;7;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;1
4103002.Calça comprida infantil;4103002;Calça comprida infantil;7;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;1
4103005.Agasalho infantil;4103005;Agasalho infantil;7;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;1
4103007.Vestido infantil;4103007;Vestido infantil;7;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;1
4103008.Bermuda/short infantil;4103008;Bermuda/short infantil;7;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;1
4103011.Camisa/camiseta infantil;4103011;Camisa/camiseta infantil;7;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;1
4103031.Conjunto infantil;4103031;Conjunto infantil;7;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;1
42.Calçados e acessórios;42;Calçados e acessórios;2;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0
4201.Calçados e acessórios;4201;Calçados e acessórios;4;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0
4201002.Sapato masculino;4201002;Sapato masculino;7;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0
4201003.Sapato feminino;4201003;Sapato feminino;7;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0
4201004.Sapato infantil;4201004;Sapato infantil;7;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0
4201015.Bolsa;4201015;Bolsa;7;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0
4201040.Mochila;4201040;Mochila;7;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0
4201063.Tênis;4201063;Tênis;7;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0
4201098.Sandália/chinelo;4201098;Sandália/chinelo;7;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0
43.Joias e bijuterias;43;Joias e bijuterias;2;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0
4301.Joias e bijuterias;4301;Joias e bijuterias;4;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0
4301001.Bijuteria;4301001;Bijuteria;7;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0
4301002.Joia;4301002;Joia;7;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0
4301004.Relógio de pulso;4301004;Relógio de pulso;7;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0
44.Tecidos e armarinho;44;Tecidos e armarinho;2;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0
4401.Tecidos e armarinho;4401;Tecidos e armarinho;4;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0
4401001.Tecido;4401001;Tecido;7;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0
4401002.Artigos de armarinho;4401002;Artigos de armarinho;7;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0
5.Transportes;5;Transportes;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;0;0;0;0;0;0;0
51.Transportes;51;Transportes;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;0;0;0;0;0;0;0
5101.Transporte público;5101;Transporte público;4;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;0;0;0;0;0;0;1
5101001.Ônibus urbano;5101001;Ônibus urbano;7;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1
5101002.Táxi;5101002;Táxi;7;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1
5101004.Trem;5101004;Trem;7;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1
5101006.Ônibus intermunicipal;5101006;Ônibus intermunicipal;7;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1
5101007.Ônibus interestadual;5101007;Ônibus interestadual;7;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1
5101010.Passagem aérea;5101010;Passagem aérea;7;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;1
5101011.Metrô;5101011;Metrô;7;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1
5101026.Transporte escolar;5101026;Transporte escolar;7;1;0;0;0;0;1;1;0;0;0;0;0;1;0;1;1;1;1;0;1;1;0;0;0;0;0;1
5101051.Transporte por aplicativo;5101051;Transporte por aplicativo;7;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;1
