data;codigo;var_mensal;var_mensal_15
01/03/2020;1201001;0.96;0.89
01/04/2020;1201001;0.06;-0.09
01/05/2020;1201001;0.26;-0.38
01/06/2020;1201001;-0.35;0.09
01/07/2020;1201001;;
01/08/2020;1201001;1.15;0.85
01/09/2020;1201001;0.94;0.8
01/10/2020;1201001;1.15;0.83
01/11/2020;1201001;;
01/12/2020;1201001;0.25;1.24
01/01/2021;1201001;0.81;0.81
01/02/2021;1201001;;
01/03/2021;1201001;0.52;0.23
01/04/2021;1201001;2.15;0.66
01/05/2021;1201001;0.31;-0.32
01/06/2021;1201001;;
01/07/2021;1201001;;
01/08/2021;1201001;-0.33;-0.19
01/09/2021;1201001;0.03;
01/10/2021;1201001;;
01/11/2021;1201001;;
01/12/2021;1201001;6.39;6.39
01/01/2022;1201001;;
01/02/2010;1201003;0.01;-0.09
01/03/2010;1201003;-0.92;-1.7
01/04/2010;1201003;1.34;2.9
01/05/2010;1201003;3.04;3.69
01/06/2010;1201003;-0.57;-0.91
01/07/2010;1201003;0.7;-0.77
01/08/2010;1201003;-5.29;-2.87
01/09/2010;1201003;4.93;-0.55
01/10/2010;1201003;;
01/11/2010;1201003;-1.69;-4.71
01/12/2010;1201003;2.7;3.7
01/01/2011;1201003;-0.18;-0.76
01/02/2011;1201003;-1.4;3.79
01/03/2011;1201003;7.17;7.5
01/04/2011;1201003;0.08;
01/05/2011;1201003;-3.07;-6.87
01/06/2011;1201003;1.47;-4.81
01/07/2011;1201003;-7.52;-26.03
01/08/2011;1201003;4.06;-5.98
01/09/2011;1201003;-6.19;2.93
01/10/2011;1201003;2.65;-10.55
01/11/2011;1201003;2.16;1.99
01/12/2011;1201003;-1.6;0.27
01/01/2012;1201003;-0.86;-0.62
01/02/2012;1201003;1.41;-0.63
01/03/2012;1201003;1.63;
01/04/2012;1201003;-9.49;1.93
01/05/2012;1201003;;
01/06/2012;1201003;2.58;-2.05
01/07/2012;1201003;-3.21;-3.65
01/08/2012;1201003;2.11;-0.44
01/09/2012;1201003;-2.37;-0.56
01/10/2012;1201003;;
01/11/2012;1201003;0.7;0.34
01/12/2012;1201003;0.65;3.06
01/01/2013;1201003;;
01/02/2013;1201003;1.33;0.98
01/03/2013;1201003;-0.37;-0.83
01/04/2013;1201003;0.38;1.18
01/05/2013;1201003;2.56;-1.08
01/06/2013;1201003;-0.12;0.12
01/07/2013;1201003;0.83;0.8
01/08/2013;1201003;0.23;-0.49
01/09/2013;1201003;1.77;0.97
01/10/2013;1201003;-0.74;0.13
01/11/2013;1201003;0.01;0.44
01/12/2013;1201003;1.46;0.58
01/01/2014;1201003;0.92;1.43
01/02/2014;1201003;0.7;0.15
01/03/2014;1201003;0.03;-0.51
01/04/2014;1201003;-2.71;-0.09
01/05/2014;1201003;-0.64;0.23
01/06/2014;1201003;0.91;0.89
01/07/2014;1201003;-0.3;0.08
01/08/2014;1201003;-0.93;-1.01
01/09/2014;1201003;-0.25;0.15
01/10/2014;1201003;0.65;0.79
01/11/2014;1201003;0.56;0.5
01/12/2014;1201003;0.6;0.87
01/01/2015;1201003;1.19;0.9
01/02/2015;1201003;0.83;0.31
01/03/2015;1201003;-0.66;-0.08
01/04/2015;1201003;0.36;0.18
01/05/2015;1201003;0.14;0.12
01/06/2015;1201003;0.81;-1.17
01/07/2015;1201003;0.23;-0.33
01/08/2015;1201003;;
01/09/2015;1201003;-0.11;-0.13
01/10/2015;1201003;0.15;-0.17
01/11/2015;1201003;-0.06;0.42
01/12/2015;1201003;0.45;-0.61
01/01/2016;1201003;0.09;1.55
01/02/2016;1201003;0.36;0.56
01/03/2016;1201003;0.09;-1.44
01/04/2016;1201003;-1.3;-0.85
01/05/2016;1201003;-0.02;2.52
01/06/2016;1201003;1.18;0.65
01/07/2016;1201003;-2.43;-1.35
01/08/2016;1201003;-0.28;-1.21
01/09/2016;1201003;0.49;1.48
01/10/2016;1201003;-1.4;-0.78
01/11/2016;1201003;3.44;
01/12/2016;1201003;-0.38;-0.73
01/01/2017;1201003;1.75;0.4
01/02/2017;1201003;0.73;-0.37
01/03/2017;1201003;0.11;-0.54
01/04/2017;1201003;-0.66;-0.8
01/05/2017;1201003;0.37;0.59
01/06/2017;1201003;2.28;2.28
01/07/2017;1201003;;0.73
01/08/2017;1201003;0.1;0.41
01/09/2017;1201003;1.32;0.69
01/10/2017;1201003;-0.04;-0.63
01/11/2017;1201003;0.41;0.35
01/12/2017;1201003;2.83;1.59
01/01/2018;1201003;0.57;0.13
01/02/2018;1201003;0.16;0.11
01/03/2018;1201003;4;1.47
01/04/2018;1201003;0.18;-0.9
01/05/2018;1201003;-0.06;-0.91
01/06/2018;1201003;0.06;-0.08
01/07/2018;1201003;1.71;1.65
01/08/2018;1201003;-0.32;-0.06
01/09/2018;1201003;;
01/10/2018;1201003;-0.23;-0.72
01/11/2018;1201003;0.25;0.07
01/12/2018;1201003;0.82;0.53
01/01/2019;1201003;0.46;0.04
01/02/2019;1201003;-0.12;-0.09
01/03/2019;1201003;1.55;1.93
01/04/2019;1201003;-0.14;0.08
01/05/2019;1201003;2.02;0.31
01/06/2019;1201003;0.59;0.61
01/07/2019;1201003;0.11;0.46
01/08/2019;1201003;-1.42;
01/09/2019;1201003;0.25;0.32
01/10/2019;1201003;1.06;1.06
01/11/2019;1201003;0.07;-0.23
01/12/2019;1201003;1.56;0.22
01/01/2020;1201003;0.65;-0.47
01/02/2020;1201003;-0.5;-0.3
01/03/2020;1201003;0.84;0.88
01/04/2020;1201003;-0.09;0.2
01/05/2020;1201003;0.49;0.26
01/06/2020;1201003;0.59;0.08
01/07/2020;1201003;1.56;0.89
01/08/2020;1201003;-0.09;0.76
01/09/2020;1201003;1.68;1.91
01/10/2020;1201003;-1.94;-0.32
01/11/2020;1201003;0.33;0.08
01/12/2020;1201003;1.08;1.54
01/01/2021;1201003;0.03;0.03
01/02/2021;1201003;6.61;6.65
01/03/2021;1201003;1.03;0.97
01/04/2021;1201003;1.85;3.82
01/05/2021;1201003;1.41;0.84
01/06/2021;1201003;0.89;0.89
01/07/2021;1201003;;
01/08/2021;1201003;-0.07;-0.15
01/09/2021;1201003;0.05;0.08
01/10/2021;1201003;;
01/11/2021;1201003;1.81;1.78
01/12/2021;1201003;;
01/01/2022;1201003;;
01/02/2010;1201005;0.14;0.04
01/03/2010;1201005;-1.52;-0.61
01/04/2010;1201005;7.59;3.17
01/05/2010;1201005;2.14;1.91
01/06/2010;1201005;-0.42;0.72
01/07/2010;1201005;1.01;1.18
01/08/2010;1201005;-11.61;-12.26
01/09/2010;1201005;5.32;8.39
01/10/2010;1201005;;
01/11/2010;1201005;-0.2;-4.02
01/12/2010;1201005;0.63;1.75
01/01/2011;1201005;0.5;0.42
01/02/2011;1201005;5.33;0.22
01/03/2011;1201005;7.83;6.66
01/04/2011;1201005;7.85;
01/05/2011;1201005;3.49;-1.11
01/06/2011;1201005;-1.36;0.85
01/07/2011;1201005;-1.34;-6.06
01/08/2011;1201005;2.17;0.95
01/09/2011;1201005;1.46;1.98
01/10/2011;1201005;6.35;6.09
01/11/2011;1201005;3.59;3.22
01/12/2011;1201005;2.18;0.34
01/01/2012;1201005;6.2;1.73
01/02/2012;1201005;-0.08;1.74
01/03/2012;1201005;2.69;
01/04/2012;1201005;11.19;-1.75
01/05/2012;1201005;;
01/06/2012;1201005;-0.49;1.43
01/07/2012;1201005;7.41;5.88
01/08/2012;1201005;1.24;-1.93
01/09/2012;1201005;4.81;-1.97
01/10/2012;1201005;;
01/11/2012;1201005;0.04;0.07
01/12/2012;1201005;2.69;-1.36
01/01/2013;1201005;;
01/02/2013;1201005;4.35;2.31
01/03/2013;1201005;-0.36;-0.43
01/04/2013;1201005;-0.19;-0.27
01/05/2013;1201005;4.67;5.1
01/06/2013;1201005;0.74;0.24
01/07/2013;1201005;-1.97;-0.6
01/08/2013;1201005;-0.12;0.21
01/09/2013;1201005;1.65;2.55
01/10/2013;1201005;-1.22;-1.09
01/11/2013;1201005;0.02;-0.18
01/12/2013;1201005;-0.18;0.81
01/01/2014;1201005;-0.47;-0.08
01/02/2014;1201005;-0.01;-0.03
01/03/2014;1201005;0.21;-0.26
01/04/2014;1201005;1.94;-1.15
01/05/2014;1201005;-0.75;-0.32
01/06/2014;1201005;0.82;1.23
01/07/2014;1201005;2.09;2.21
01/08/2014;1201005;0.23;-0.46
01/09/2014;1201005;0.98;0.08
01/10/2014;1201005;1.39;0.88
01/11/2014;1201005;-0.84;0.28
01/12/2014;1201005;0.8;0.73
01/01/2015;1201005;1.03;1.21
01/02/2015;1201005;-0.04;0.54
01/03/2015;1201005;-1.3;2.09
01/04/2015;1201005;0.27;0.11
01/05/2015;1201005;-0.42;-0.4
01/06/2015;1201005;1.9;2.06
01/07/2015;1201005;1.86;-0.56
01/08/2015;1201005;;
01/09/2015;1201005;-1.92;-1.01
01/10/2015;1201005;0.21;0.19
01/11/2015;1201005;-0.04;-0.45
01/12/2015;1201005;0.31;0.79
01/01/2016;1201005;-0.61;-1.12
01/02/2016;1201005;0.39;-0.01
01/03/2016;1201005;-0.34;0.38
01/04/2016;1201005;-0.61;-1.34
01/05/2016;1201005;-1.67;-0.63
01/06/2016;1201005;3.1;1.35
01/07/2016;1201005;-1.83;-3.45
01/08/2016;1201005;-0.33;0.03
01/09/2016;1201005;-0.14;0.19
01/10/2016;1201005;-2.09;-0.75
01/11/2016;1201005;3.24;
01/12/2016;1201005;0.33;
01/01/2017;1201005;0.42;1.09
01/02/2017;1201005;0.17;0.78
01/03/2017;1201005;0.6;0.81
01/04/2017;1201005;1.36;1.43
01/05/2017;1201005;-0.35;0.51
01/06/2017;1201005;2.81;2.14
01/07/2017;1201005;;-1.79
01/08/2017;1201005;0.99;0.19
01/09/2017;1201005;-0.1;-1.36
01/10/2017;1201005;0.76;-0.16
01/11/2017;1201005;2.02;1.21
01/12/2017;1201005;1.3;2.35
01/01/2018;1201005;0.24;0.28
01/02/2018;1201005;0.1;0.05
01/03/2018;1201005;1.04;3.65
01/04/2018;1201005;3.28;1.06
01/05/2018;1201005;0.01;-0.78
01/06/2018;1201005;0.57;0.47
01/07/2018;1201005;0.95;0.97
01/08/2018;1201005;-0.07;-0.27
01/09/2018;1201005;;
01/10/2018;1201005;1.04;0.63
01/11/2018;1201005;0.62;0.55
01/12/2018;1201005;-0.01;-0.23
01/01/2019;1201005;;0.24
01/02/2019;1201005;0.64;-0.25
01/03/2019;1201005;0.47;1.03
01/04/2019;1201005;2.08;1.02
01/05/2019;1201005;0.17;1.18
01/06/2019;1201005;1;0.77
01/07/2019;1201005;0.05;-0.12
01/08/2019;1201005;-1.15;
01/09/2019;1201005;0.5;0.2
01/10/2019;1201005;1.05;1.05
01/11/2019;1201005;1.21;0.95
01/12/2019;1201005;-0.41;1.53
01/01/2020;1201005;1.42;1.37
01/02/2020;1201005;1.51;0.16
01/03/2020;1201005;0.02;0.11
01/04/2020;1201005;0.57;0.12
01/05/2020;1201005;-0.21;0.26
01/06/2020;1201005;-0.35;-0.58
01/07/2020;1201005;0.9;0.5
01/08/2020;1201005;-0.13;0.55
01/09/2020;1201005;-0.38;-0.41
01/10/2020;1201005;-1.07;-0.36
01/11/2020;1201005;0.81;0.7
01/12/2020;1201005;0.02;-0.28
01/01/2021;1201005;;
01/02/2021;1201005;0.28;0.3
01/03/2021;1201005;0.57;0.82
01/04/2021;1201005;;
01/05/2021;1201005;-1.1;0.63
01/06/2021;1201005;0.25;0.25
01/07/2021;1201005;;
01/08/2021;1201005;0.16;0.14
01/09/2021;1201005;0.01;0.01
01/10/2021;1201005;;
01/11/2021;1201005;;
01/12/2021;1201005;4.82;4.82
01/01/2022;1201005;;0.12
01/02/2010;1201007;1.03;0.7
01/03/2010;1201007;-0.95;-1.9
01/04/2010;1201007;-3.53;-0.11
01/05/2010;1201007;0.86;2.43
01/06/2010;1201007;-0.18;-0.72
01/07/2010;1201007;1.14;0.95
01/08/2010;1201007;1.21;-1.64
01/09/2010;1201007;4.4;-0.25
01/10/2010;1201007;;
01/11/2010;1201007;7.54;7.5
01/12/2010;1201007;-0.01;-0.15
01/01/2011;1201007;0.01;0.46
01/02/2011;1201007;6.18;6.15
01/03/2011;1201007;-3.87;3.37
01/04/2011;1201007;4.97;
01/05/2011;1201007;-0.57;5.84
01/06/2011;1201007;-7.15;-3.69
01/07/2011;1201007;4.86;5.63
01/08/2011;1201007;-2.87;1.88
01/09/2011;1201007;1.52;1.01
01/10/2011;1201007;-5.93;0.83
01/11/2011;1201007;6.15;4.41
01/12/2011;1201007;1.38;3.24
01/01/2012;1201007;-2.18;3.07
01/02/2012;1201007;1.83;-0.36
01/03/2012;1201007;0.81;
01/04/2012;1201007;10.03;20.58
01/05/2012;1201007;;
01/06/2012;1201007;4.46;1.25
01/07/2012;1201007;-5.39;-0.7
01/08/2012;1201007;-1.02;2.43
01/09/2012;1201007;16.81;11.84
01/10/2012;1201007;;
01/11/2012;1201007;-0.51;0.58
01/12/2012;1201007;17.45;15.08
01/01/2013;1201007;;
01/02/2013;1201007;2.53;1.48
01/03/2013;1201007;-0.47;-0.24
01/04/2013;1201007;-0.1;-0.21
01/05/2013;1201007;6.31;6.96
01/06/2013;1201007;0.85;0.66
01/07/2013;1201007;-0.13;-1.65
01/08/2013;1201007;0.06;-0.69
01/09/2013;1201007;0.11;0.39
01/10/2013;1201007;-0.59;-1.14
01/11/2013;1201007;-0.05;-0.21
01/12/2013;1201007;0.86;0.51
01/01/2014;1201007;0.72;0.3
01/02/2014;1201007;0.87;1.92
01/03/2014;1201007;0.07;0.63
01/04/2014;1201007;-1.08;3.02
01/05/2014;1201007;-0.43;-2.22
01/06/2014;1201007;0.87;0.85
01/07/2014;1201007;0.06;-0.97
01/08/2014;1201007;-0.8;-0.74
01/09/2014;1201007;0.25;0.21
01/10/2014;1201007;0.82;1.49
01/11/2014;1201007;2.21;0.16
01/12/2014;1201007;0.22;0.34
01/01/2015;1201007;0.64;0.94
01/02/2015;1201007;1.08;0.78
01/03/2015;1201007;0.72;2.7
01/04/2015;1201007;0.62;0.7
01/05/2015;1201007;0.16;-0.06
01/06/2015;1201007;0.37;1.46
01/07/2015;1201007;0.18;2.07
01/08/2015;1201007;;
01/09/2015;1201007;;
01/10/2015;1201007;0.46;0.36
01/11/2015;1201007;-0.32;0.54
01/12/2015;1201007;-1.01;-0.31
01/01/2016;1201007;0.78;-0.58
01/02/2016;1201007;0.84;0.98
01/03/2016;1201007;-0.42;-0.42
01/04/2016;1201007;0.55;0.05
01/05/2016;1201007;-0.96;-3.24
01/06/2016;1201007;0.48;2.11
01/07/2016;1201007;-0.88;-1.23
01/08/2016;1201007;-0.88;-0.2
01/09/2016;1201007;0.27;0.11
01/10/2016;1201007;-3.62;-2.19
01/11/2016;1201007;4.47;
01/12/2016;1201007;0.62;0.43
01/01/2017;1201007;-2.57;-1.38
01/02/2017;1201007;0.41;0.97
01/03/2017;1201007;0.32;-0.5
01/04/2017;1201007;0.11;-0.72
01/05/2017;1201007;0.72;-0.35
01/06/2017;1201007;0.54;-0.37
01/07/2017;1201007;;0.31
01/08/2017;1201007;0.91;0.77
01/09/2017;1201007;0.13;
01/10/2017;1201007;-0.18;0.75
01/11/2017;1201007;1.51;1.31
01/12/2017;1201007;3.62;1.82
01/01/2018;1201007;1.29;0.95
01/02/2018;1201007;-0.58;-0.27
01/03/2018;1201007;1.21;0.6
01/04/2018;1201007;0.33;2.91
01/05/2018;1201007;-0.71;-0.8
01/06/2018;1201007;-0.12;0.19
01/07/2018;1201007;0.59;0.72
01/08/2018;1201007;0.47;0.14
01/09/2018;1201007;-0.07;
01/10/2018;1201007;2.45;1.74
01/11/2018;1201007;0.5;0.51
01/12/2018;1201007;0.63;0.61
01/01/2019;1201007;-0.05;0.13
01/02/2019;1201007;0.18;0.59
01/03/2019;1201007;-0.42;0.3
01/04/2019;1201007;0.6;1.02
01/05/2019;1201007;0.01;-2.35
01/06/2019;1201007;0.59;0.88
01/07/2019;1201007;0.38;0.19
01/08/2019;1201007;-1.87;
01/09/2019;1201007;1.49;1.43
01/10/2019;1201007;1.06;1.06
01/11/2019;1201007;-1.02;0.12
01/12/2019;1201007;-0.34;-0.49
01/01/2020;1201007;0.39;0.97
01/02/2020;1201007;1.05;2.22
01/03/2020;1201007;0.3;0.2
01/04/2020;1201007;1.19;1.26
01/05/2020;1201007;-1.31;0.29
01/06/2020;1201007;0.75;0.3
01/07/2020;1201007;0.67;1.24
01/08/2020;1201007;0.88;0.32
01/09/2020;1201007;0.3;-0.01
01/10/2020;1201007;0.72;-1.04
01/11/2020;1201007;;0.36
01/12/2020;1201007;-0.24;-0.19
01/01/2021;1201007;;
01/02/2021;1201007;;
01/03/2021;1201007;0.72;0.71
01/04/2021;1201007;;
01/05/2021;1201007;0.52;-1.03
01/06/2021;1201007;;
01/07/2021;1201007;0.1;0.03
01/08/2021;1201007;;0.02
01/09/2021;1201007;;
01/10/2021;1201007;;
01/11/2021;1201007;;
01/12/2021;1201007;;
01/01/2022;1201007;;0.2301
01/02/2010;1201009;0.56;0.84
01/03/2010;1201009;-0.39;-0.69
01/04/2010;1201009;-0.26;-0.82
01/05/2010;1201009;-0.64;-0.51
01/06/2010;1201009;0.57;-0.77
01/07/2010;1201009;1.88;1.6
01/08/2010;1201009;19.87;6.22
01/09/2010;1201009;8.02;12.26
01/10/2010;1201009;;
01/11/2010;1201009;-6.53;-2.35
01/12/2010;1201009;1.1;0.32
01/01/2011;1201009;-0.66;-1.36
01/02/2011;1201009;2.78;6.06
01/03/2011;1201009;4.53;-6.01
01/04/2011;1201009;-3.16;
01/05/2011;1201009;0.17;-0.99
01/06/2011;1201009;0.79;-4.51
01/07/2011;1201009;8.54;13.7
01/08/2011;1201009;3.23;2.63
01/09/2011;1201009;2.81;3.98
01/10/2011;1201009;0.36;-3.68
01/11/2011;1201009;3.37;5.4
01/12/2011;1201009;1.05;-1.71
01/01/2012;1201009;-1.75;-3.04
01/02/2012;1201009;0.34;2.16
01/03/2012;1201009;2.13;
01/04/2012;1201009;-2.28;-6.57
01/05/2012;1201009;3.37;-1.46
01/06/2012;1201009;6.13;6.25
01/07/2012;1201009;-0.52;-2.1
01/08/2012;1201009;1.98;-1.63
01/09/2012;1201009;-8.02;4.93
01/10/2012;1201009;;
01/11/2012;1201009;1.09;0.08
01/12/2012;1201009;-8.06;0.64
01/01/2013;1201009;;
01/02/2013;1201009;1.88;2.4
01/03/2013;1201009;0.65;0.22
01/04/2013;1201009;1.2;0.52
01/05/2013;1201009;-2.88;-0.84
01/06/2013;1201009;1.22;0.84
01/07/2013;1201009;0.49;0.96
01/08/2013;1201009;0.91;0.86
01/09/2013;1201009;0.22;-0.25
01/10/2013;1201009;-0.12;-0.3
01/11/2013;1201009;-0.31;-0.29
01/12/2013;1201009;1.98;1.1
01/01/2014;1201009;-0.33;-0.13
01/02/2014;1201009;1.73;0.09
01/03/2014;1201009;1.38;0.51
01/04/2014;1201009;0.99;-3.59
01/05/2014;1201009;-1.14;0.01
01/06/2014;1201009;0.79;0.61
01/07/2014;1201009;5.48;1.75
01/08/2014;1201009;0.67;0.91
01/09/2014;1201009;0.57;0.41
01/10/2014;1201009;1.19;0.84
01/11/2014;1201009;0.09;1.65
01/12/2014;1201009;0.47;0.43
01/01/2015;1201009;0.01;0.16
01/02/2015;1201009;1.06;1.05
01/03/2015;1201009;-0.8;-1.15
01/04/2015;1201009;-0.42;0.14
01/05/2015;1201009;0.11;0.48
01/06/2015;1201009;0.64;0.24
01/07/2015;1201009;0.69;0.05
01/08/2015;1201009;;
01/09/2015;1201009;-0.4;-0.76
01/10/2015;1201009;0.72;0.72
01/11/2015;1201009;-0.16;-0.44
01/12/2015;1201009;-0.22;0.26
01/01/2016;1201009;0.35;0.33
01/02/2016;1201009;1.23;0.61
01/03/2016;1201009;0.81;-0.36
01/04/2016;1201009;-0.41;0.17
01/05/2016;1201009;0.28;1.52
01/06/2016;1201009;0.79;-0.45
01/07/2016;1201009;-0.51;-1.51
01/08/2016;1201009;-0.37;-0.96
01/09/2016;1201009;0.65;0.04
01/10/2016;1201009;0.09;-0.02
01/11/2016;1201009;-3.46;
01/12/2016;1201009;0.58;0.52
01/01/2017;1201009;0.29;-0.85
01/02/2017;1201009;0.04;-0.72
01/03/2017;1201009;0.14;0.28
01/04/2017;1201009;2.22;2.3
01/05/2017;1201009;0.49;0.4
01/06/2017;1201009;-1.7;0.68
01/07/2017;1201009;;1.11
01/08/2017;1201009;0.38;0.71
01/09/2017;1201009;0.03;-0.37
01/10/2017;1201009;0.72;0.88
01/11/2017;1201009;0.67;2.03
01/12/2017;1201009;-0.62;2.58
01/01/2018;1201009;0.59;1.03
01/02/2018;1201009;-1.18;-0.77
01/03/2018;1201009;0.63;1.08
01/04/2018;1201009;-1.52;-0.37
01/05/2018;1201009;-0.05;-0.13
01/06/2018;1201009;-0.27;-0.36
01/07/2018;1201009;1.06;1.13
01/08/2018;1201009;0.31;0.47
01/09/2018;1201009;-0.41;-0.38
01/10/2018;1201009;1.24;0.47
01/11/2018;1201009;1.97;0.76
01/12/2018;1201009;0.41;0.63
01/01/2019;1201009;-0.07;-0.28
01/02/2019;1201009;-0.25;0.08
01/03/2019;1201009;0.54;-0.19
01/04/2019;1201009;-0.15;0.62
01/05/2019;1201009;-3.23;0.62
01/06/2019;1201009;0.74;0.64
01/07/2019;1201009;0.1;0.46
01/08/2019;1201009;0.62;
01/09/2019;1201009;0.3;0.78
01/10/2019;1201009;1.07;1.07
01/11/2019;1201009;0.12;-1
01/12/2019;1201009;-0.22;-0.63
01/01/2020;1201009;0.53;0.4
01/02/2020;1201009;-0.93;-0.94
01/03/2020;1201009;0.79;0.66
01/04/2020;1201009;0.19;0.01
01/05/2020;1201009;0.65;-1.01
01/06/2020;1201009;0.97;1.02
01/07/2020;1201009;1.34;0.99
01/08/2020;1201009;0.91;0.39
01/09/2020;1201009;0.28;1.05
01/10/2020;1201009;-0.09;0.5
01/11/2020;1201009;-0.03;0.18
01/12/2020;1201009;0.2;0.37
01/01/2021;1201009;;
01/02/2021;1201009;;
01/03/2021;1201009;0.21;0.46
01/04/2021;1201009;;
01/05/2021;1201009;1.39;-0.77
01/06/2021;1201009;;
01/07/2021;1201009;0.56;0.57
01/08/2021;1201009;0.08;0.05
01/09/2021;1201009;;
01/10/2021;1201009;;
01/11/2021;1201009;;
01/12/2021;1201009;;
01/01/2022;1201009;;0.062
01/02/2010;1201048;0.89;0.59
01/03/2010;1201048;-1.14;-0.7
01/04/2010;1201048;0.7;-0.63
01/05/2010;1201048;-0.34;-0.47
01/06/2010;1201048;-1.79;0.53
01/07/2010;1201048;1.27;1.47
01/08/2010;1201048;13.67;19.69
01/09/2010;1201048;4.51;4.47
01/10/2010;1201048;;
01/11/2010;1201048;-1.32;-4.09
01/12/2010;1201048;1.69;1.43
01/01/2011;1201048;2.25;1.65
01/02/2011;1201048;1.99;1.59
01/03/2011;1201048;9.36;9.16
01/04/2011;1201048;1.03;
01/05/2011;1201048;-4.75;1.11
01/06/2011;1201048;1.06;1.86
01/07/2011;1201048;21.91;16
01/08/2011;1201048;-0.46;-1.44
01/09/2011;1201048;0.07;-1.13
01/10/2011;1201048;14.96;5.51
01/11/2011;1201048;-0.1;1.68
01/12/2011;1201048;6.56;3.34
01/01/2012;1201048;1.35;-0.24
01/02/2012;1201048;0.51;-1.35
01/03/2012;1201048;1.57;
01/04/2012;1201048;-5.93;8.09
01/05/2012;1201048;2.1;3.89
01/06/2012;1201048;4.27;8.47
01/07/2012;1201048;1.09;-0.83
01/08/2012;1201048;0.64;-0.16
01/09/2012;1201048;0.68;-8.31
01/10/2012;1201048;;
01/11/2012;1201048;-1.21;-0.74
01/12/2012;1201048;0.06;-6.29
01/01/2013;1201048;;
01/02/2013;1201048;1.03;2.5
01/03/2013;1201048;3.71;3.43
01/04/2013;1201048;0.13;0.86
01/05/2013;1201048;-0.26;-0.68
01/06/2013;1201048;2.03;2.27
01/07/2013;1201048;2.1;0.9
01/08/2013;1201048;0.59;0.6
01/09/2013;1201048;0.19;1.14
01/10/2013;1201048;1.13;0.34
01/11/2013;1201048;-0.41;-0.21
01/12/2013;1201048;0.97;1.04
01/01/2014;1201048;0.75;0.83
01/02/2014;1201048;0.5;2.5
01/03/2014;1201048;-0.63;0.39
01/04/2014;1201048;-0.46;2.78
01/05/2014;1201048;0.5;0.59
01/06/2014;1201048;0.93;1.16
01/07/2014;1201048;0.43;4.77
01/08/2014;1201048;-0.28;-0.19
01/09/2014;1201048;0.5;0.75
01/10/2014;1201048;0.87;0.68
01/11/2014;1201048;0.21;-0.33
01/12/2014;1201048;0.62;0.61
01/01/2015;1201048;;
01/02/2015;1201048;-0.25;0.35
01/03/2015;1201048;-0.06;-1.08
01/04/2015;1201048;0.48;0.15
01/05/2015;1201048;0.4;-0.08
01/06/2015;1201048;0.65;0.32
01/07/2015;1201048;-1.35;-0.96
01/08/2015;1201048;;
01/09/2015;1201048;;0.18
01/10/2015;1201048;-0.67;0.06
01/11/2015;1201048;-0.35;-0.84
01/12/2015;1201048;0.03;-0.44
01/01/2016;1201048;-0.02;1.64
01/02/2016;1201048;1.9;1.04
01/03/2016;1201048;0.25;1.17
01/04/2016;1201048;1.25;0.75
01/05/2016;1201048;0.05;-0.92
01/06/2016;1201048;-0.19;1.06
01/07/2016;1201048;-1.24;-0.9
01/08/2016;1201048;-0.29;0.01
01/09/2016;1201048;0.37;0.85
01/10/2016;1201048;0.39;0.01
01/11/2016;1201048;-0.59;
01/12/2016;1201048;-0.16;-0.08
01/01/2017;1201048;0.07;1.18
01/02/2017;1201048;1.14;1.87
01/03/2017;1201048;-1.47;-0.2
01/04/2017;1201048;0.49;2.76
01/05/2017;1201048;0.77;0.37
01/06/2017;1201048;-2.05;-2.31
01/07/2017;1201048;;-0.33
01/08/2017;1201048;0.49;1.17
01/09/2017;1201048;-0.85;0.84
01/10/2017;1201048;0.39;1.08
01/11/2017;1201048;1.19;2.13
01/12/2017;1201048;1.55;0.05
01/01/2018;1201048;0.2;0.4
01/02/2018;1201048;-0.03;-0.59
01/03/2018;1201048;0.03;0.25
01/04/2018;1201048;-0.45;-0.41
01/05/2018;1201048;1.94;1.93
01/06/2018;1201048;0.19;-0.04
01/07/2018;1201048;-0.1;-0.19
01/08/2018;1201048;-0.26;-0.25
01/09/2018;1201048;2.69;0.87
01/10/2018;1201048;-0.48;2.02
01/11/2018;1201048;6.26;4.28
01/12/2018;1201048;1.05;0.21
01/01/2019;1201048;-0.33;0.01
01/02/2019;1201048;0.4;0.1
01/03/2019;1201048;0.19;0.32
01/04/2019;1201048;-0.09;-0.38
01/05/2019;1201048;1.93;0.3
01/06/2019;1201048;0.76;0.81
01/07/2019;1201048;1.24;0.64
01/08/2019;1201048;1.9;
01/09/2019;1201048;0.5;0.25
01/10/2019;1201048;1.06;1.06
01/11/2019;1201048;-0.58;0.44
01/12/2019;1201048;-1.11;-0.47
01/01/2020;1201048;0.03;0.48
01/02/2020;1201048;-0.47;-0.88
01/03/2020;1201048;0.79;0.73
01/04/2020;1201048;0.02;0.67
01/05/2020;1201048;-0.75;-0.61
01/06/2020;1201048;-0.54;0.48
01/07/2020;1201048;-2.51;0.04
01/08/2020;1201048;-0.99;-0.62
01/09/2020;1201048;1.09;0.85
01/10/2020;1201048;1.46;-0.34
01/11/2020;1201048;0.21;0.03
01/12/2020;1201048;0.49;0.14
01/01/2021;1201048;0.78;0.78
01/02/2021;1201048;;
01/03/2021;1201048;0.03;0.22
01/04/2021;1201048;;
01/05/2021;1201048;-2.11;0.21
01/06/2021;1201048;;
01/07/2021;1201048;;
01/08/2021;1201048;0.03;0.02
01/09/2021;1201048;;
