data;codigo;var_mensal;var_mensal_15
01/07/2020;1106027;-0.97;-0.72
01/08/2020;1106027;0.72;1.59
01/09/2020;1106027;0.17;1.2
01/10/2020;1106027;;
01/11/2020;1106027;;
01/12/2020;1106027;-2.71;-1.31
01/01/2021;1106027;5.04;5.17
01/02/2021;1106027;0.82;0.76
01/03/2021;1106027;;
01/04/2021;1106027;0.37;0.39
01/05/2021;1106027;-1.53;-1.12
01/06/2021;1106027;;
01/07/2021;1106027;;
01/08/2021;1106027;2.01;2.04
01/09/2021;1106027;;
01/10/2021;1106027;2.13;1.85
01/11/2021;1106027;-1.78;-0.12
01/12/2021;1106027;;
01/01/2022;1106027;;0.11
01/02/2010;1106028;0.62;0.59
01/03/2010;1106028;-4.97;-4.26
01/04/2010;1106028;-0.81;-5.33
01/05/2010;1106028;;
01/06/2010;1106028;1.08;1.57
01/07/2010;1106028;4.38;5.76
01/08/2010;1106028;-0.03;2.48
01/09/2010;1106028;-9.05;1.15
01/10/2010;1106028;7.5;11.79
01/11/2010;1106028;0.18;0.56
01/12/2010;1106028;-2.58;-0.8
01/01/2011;1106028;0.56;0.31
01/02/2011;1106028;2.86;1.42
01/03/2011;1106028;-2.42;-0.68
01/04/2011;1106028;-0.6;-2.29
01/05/2011;1106028;2.75;4.48
01/06/2011;1106028;1.78;-1.99
01/07/2011;1106028;3.4;-6.98
01/08/2011;1106028;-11.8;-3.78
01/09/2011;1106028;-3.64;-3.95
01/10/2011;1106028;-4.48;-3.44
01/11/2011;1106028;-1.74;-1.41
01/12/2011;1106028;-2.51;-1.57
01/01/2012;1106028;-4.29;-1.18
01/02/2012;1106028;-2.39;0.27
01/03/2012;1106028;1.09;0.14
01/04/2012;1106028;0.32;-0.26
01/05/2012;1106028;;
01/06/2012;1106028;;
01/07/2012;1106028;1.6;-6.56
01/08/2012;1106028;-1.26;4.99
01/09/2012;1106028;-1.49;-1.88
01/10/2012;1106028;3.23;
01/11/2012;1106028;;
01/12/2012;1106028;;
01/01/2013;1106028;4.48;
01/02/2013;1106028;1.08;0.59
01/03/2013;1106028;1.98;-0.26
01/04/2013;1106028;-1.35;-4.36
01/05/2013;1106028;1.46;0.31
01/06/2013;1106028;-0.85;0.03
01/07/2013;1106028;0.11;-1.46
01/08/2013;1106028;1.09;0.66
01/09/2013;1106028;-0.2;-0.32
01/10/2013;1106028;-4.03;-3.69
01/11/2013;1106028;1.16;1.62
01/12/2013;1106028;0.52;0.13
01/01/2014;1106028;0.3;1.06
01/02/2014;1106028;1.51;1.78
01/03/2014;1106028;-0.37;1.3
01/04/2014;1106028;0.5;0.62
01/05/2014;1106028;0.92;0.27
01/06/2014;1106028;-2.79;-4.42
01/07/2014;1106028;1.11;0.22
01/08/2014;1106028;-0.18;-0.89
01/09/2014;1106028;0.77;0.77
01/10/2014;1106028;1.25;0.6
01/11/2014;1106028;-0.42;-0.66
01/12/2014;1106028;0.66;0.86
01/01/2015;1106028;0.85;0.87
01/02/2015;1106028;0.09;0.06
01/03/2015;1106028;;
01/04/2015;1106028;0.23;0.55
01/05/2015;1106028;0.12;0.12
01/06/2015;1106028;0.4;0.31
01/07/2015;1106028;1.05;0.85
01/08/2015;1106028;-0.14;0.2
01/09/2015;1106028;6.92;0.64
01/10/2015;1106028;-0.27;-0.12
01/11/2015;1106028;-0.04;-0.09
01/12/2015;1106028;1.04;0.94
01/01/2016;1106028;0.67;0.36
01/02/2016;1106028;1.02;-0.36
01/03/2016;1106028;-0.14;1.64
01/04/2016;1106028;-1.44;-0.2
01/05/2016;1106028;0.74;-0.13
01/06/2016;1106028;;
01/07/2016;1106028;-0.62;0.01
01/08/2016;1106028;-0.27;-1.56
01/09/2016;1106028;4.53;5.01
01/10/2016;1106028;0.71;-0.64
01/11/2016;1106028;-0.63;2.8
01/12/2016;1106028;0.21;
01/01/2017;1106028;0.9;0.77
01/02/2017;1106028;0.91;1.47
01/03/2017;1106028;-0.16;-0.46
01/04/2017;1106028;-0.21;-2.05
01/05/2017;1106028;-0.15;-0.13
01/06/2017;1106028;0.27;0.64
01/07/2017;1106028;0.86;-0.15
01/08/2017;1106028;0.39;0.56
01/09/2017;1106028;-1.99;-1.36
01/10/2017;1106028;1.78;1.09
01/11/2017;1106028;0.59;-0.58
01/12/2017;1106028;-0.6;0.41
01/01/2018;1106028;-0.17;0.45
01/02/2018;1106028;-0.05;-0.09
01/03/2018;1106028;-0.52;-1.04
01/04/2018;1106028;0.13;0.16
01/05/2018;1106028;0.16;0.16
01/06/2018;1106028;;
01/07/2018;1106028;0.08;0.08
01/08/2018;1106028;0.44;0.2
01/09/2018;1106028;0.54;0.54
01/10/2018;1106028;1.24;0.36
01/11/2018;1106028;1.04;1.03
01/12/2018;1106028;0.08;-0.09
01/01/2019;1106028;0.28;0.97
01/02/2019;1106028;0.25;0.46
01/03/2019;1106028;6.12;2.66
01/04/2019;1106028;-0.74;-1.04
01/05/2019;1106028;0.41;0.33
01/06/2019;1106028;0.44;0.59
01/07/2019;1106028;0.3;0.5
01/08/2019;1106028;0.770312446;0.155597763
01/09/2019;1106028;0.12;0.38
01/10/2019;1106028;0.8;0.8
01/11/2019;1106028;-0.42;0.17
01/12/2019;1106028;-0.57;0.03
01/01/2020;1106028;-8.02;-5.01
01/02/2020;1106028;0.88;0.41
01/03/2020;1106028;0.97;0.95
01/04/2020;1106028;0.08;0.67
01/05/2020;1106028;-0.87;-0.69
01/06/2020;1106028;0.27;0.14
01/07/2020;1106028;-0.06;-0.47
01/08/2020;1106028;0.22;0.34
01/09/2020;1106028;0.72;0.11
01/10/2020;1106028;;
01/11/2020;1106028;;
01/12/2020;1106028;0.02;-3.25
01/01/2021;1106028;0.95;0.87
01/02/2021;1106028;;
01/03/2021;1106028;;
01/04/2021;1106028;0.44;0.45
01/05/2021;1106028;-0.79;-1.05
01/06/2021;1106028;;
01/07/2021;1106028;;
01/08/2021;1106028;-0.31;-0.27
01/09/2021;1106028;;
01/10/2021;1106028;0.18;1.26
01/11/2021;1106028;-0.48;-1.37
01/12/2021;1106028;;
01/01/2022;1106028;;0.38
01/02/2010;1106039;0.22;0.43
01/03/2010;1106039;-4.49;-5.01
01/04/2010;1106039;2.48;4.19
01/05/2010;1106039;;
01/06/2010;1106039;0.59;0.57
01/07/2010;1106039;2.24;3.41
01/08/2010;1106039;-1.37;-1.65
01/09/2010;1106039;-2.27;-12.52
01/10/2010;1106039;-6.79;2.27
01/11/2010;1106039;-2.08;-0.11
01/12/2010;1106039;-2.63;-3.64
01/01/2011;1106039;0.43;0.09
01/02/2011;1106039;2.19;0.62
01/03/2011;1106039;0.65;-1.96
01/04/2011;1106039;1.34;5.46
01/05/2011;1106039;1.55;2.44
01/06/2011;1106039;-6.62;1.44
01/07/2011;1106039;2.71;3.46
01/08/2011;1106039;-3.6;-14.54
01/09/2011;1106039;3.3;-1.15
01/10/2011;1106039;5.24;-0.48
01/11/2011;1106039;1.6;-0.32
01/12/2011;1106039;-1.5;-2.11
01/01/2012;1106039;-0.94;-3.47
01/02/2012;1106039;1.36;-0.19
01/03/2012;1106039;2.89;2.19
01/04/2012;1106039;2.37;0.82
01/05/2012;1106039;;
01/06/2012;1106039;;
01/07/2012;1106039;-1.69;3.98
01/08/2012;1106039;0.16;-5.36
01/09/2012;1106039;5.26;2.03
01/10/2012;1106039;3.75;
01/11/2012;1106039;;
01/12/2012;1106039;;
01/01/2013;1106039;0.24;
01/02/2013;1106039;-0.24;0.46
01/03/2013;1106039;-1.06;2.71
01/04/2013;1106039;-2.04;-2.8
01/05/2013;1106039;1.1;0.69
01/06/2013;1106039;0.97;0.19
01/07/2013;1106039;0.62;-0.04
01/08/2013;1106039;-0.86;0.65
01/09/2013;1106039;-0.36;0.67
01/10/2013;1106039;-1.01;-2.64
01/11/2013;1106039;1.33;1.25
01/12/2013;1106039;-0.38;-0.08
01/01/2014;1106039;0.37;0.07
01/02/2014;1106039;1.94;0.73
01/03/2014;1106039;-0.22;-2.71
01/04/2014;1106039;0.46;0.22
01/05/2014;1106039;0.33;1.39
01/06/2014;1106039;4.73;2.17
01/07/2014;1106039;2.52;2.24
01/08/2014;1106039;0.5;0.26
01/09/2014;1106039;1.39;1.26
01/10/2014;1106039;1.72;1.32
01/11/2014;1106039;0.79;-0.21
01/12/2014;1106039;0.33;0.28
01/01/2015;1106039;0.89;0.88
01/02/2015;1106039;0.16;0.23
01/03/2015;1106039;;
01/04/2015;1106039;-0.84;-0.69
01/05/2015;1106039;0.25;0.25
01/06/2015;1106039;-0.02;-0.15
01/07/2015;1106039;0.91;1.15
01/08/2015;1106039;0.32;0.52
01/09/2015;1106039;2.15;0.87
01/10/2015;1106039;0.63;0.09
01/11/2015;1106039;0.03;0.09
01/12/2015;1106039;1.93;1.66
01/01/2016;1106039;0.91;0.67
01/02/2016;1106039;-2.04;-0.46
01/03/2016;1106039;0.83;0.19
01/04/2016;1106039;1.61;0.94
01/05/2016;1106039;0.47;0.89
01/06/2016;1106039;;
01/07/2016;1106039;0.4;-0.97
01/08/2016;1106039;0.28;1.79
01/09/2016;1106039;3.66;3.78
01/10/2016;1106039;-0.12;0.01
01/11/2016;1106039;-0.26;-0.24
01/12/2016;1106039;-0.38;-0.21
01/01/2017;1106039;-0.05;0.14
01/02/2017;1106039;0.99;0.73
01/03/2017;1106039;0.26;0.3
01/04/2017;1106039;1.14;0.17
01/05/2017;1106039;0.17;-0.86
01/06/2017;1106039;0.85;1.13
01/07/2017;1106039;1.1;0.17
01/08/2017;1106039;-0.62;0.18
01/09/2017;1106039;-0.69;-0.68
01/10/2017;1106039;1.77;2.39
01/11/2017;1106039;0.34;0.63
01/12/2017;1106039;0.89;-0.18
01/01/2018;1106039;0.85;0.18
01/02/2018;1106039;1.38;1.22
01/03/2018;1106039;1.36;0.43
01/04/2018;1106039;0.13;0.03
01/05/2018;1106039;;0.16
01/06/2018;1106039;;
01/07/2018;1106039;0.08;0.08
01/08/2018;1106039;0.23;0.37
01/09/2018;1106039;0.13;0.13
01/10/2018;1106039;0.66;0.88
01/11/2018;1106039;0.57;0.52
01/12/2018;1106039;0.11;0.16
01/01/2019;1106039;-0.04;-0.01
01/02/2019;1106039;0.89;0.03
01/03/2019;1106039;3.68;6.27
01/04/2019;1106039;-0.42;0.92
01/05/2019;1106039;0.14;-0.03
01/06/2019;1106039;0.81;0.37
01/07/2019;1106039;-0.03;-0.11
01/08/2019;1106039;-0.010106383;0.846697343
01/09/2019;1106039;0.18;0.02
01/10/2019;1106039;0.8;0.8
01/11/2019;1106039;0.4;-0.4
01/12/2019;1106039;-0.15;-0.76
01/01/2020;1106039;-0.57;-7.13
01/02/2020;1106039;0.23;0.31
01/03/2020;1106039;0.73;0.71
01/04/2020;1106039;0.54;-0.02
01/05/2020;1106039;-1.02;-0.77
01/06/2020;1106039;0.16;0.43
01/07/2020;1106039;-0.86;-0.02
01/08/2020;1106039;2.49;0.05
01/09/2020;1106039;0.99;1.16
01/10/2020;1106039;;
01/11/2020;1106039;;
01/12/2020;1106039;-3.69;-0.62
01/01/2021;1106039;0.03;0.14
01/02/2021;1106039;6.37;6.14
01/03/2021;1106039;0.05;0.05
01/04/2021;1106039;0.44;0.45
01/05/2021;1106039;0.3;-0.35
01/06/2021;1106039;1.39;1.39
01/07/2021;1106039;;
01/08/2021;1106039;0.11;0.12
01/09/2021;1106039;;
01/10/2021;1106039;;
01/11/2021;1106039;-0.54;-0.74
01/12/2021;1106039;;
01/01/2022;1106039;;1.07
01/02/2010;1106051;0.54;0.39
01/03/2010;1106051;-2;-3.6
01/04/2010;1106051;-6.92;-4.51
01/05/2010;1106051;;
01/06/2010;1106051;0.56;0.85
01/07/2010;1106051;-0.01;1.18
01/08/2010;1106051;-0.86;-1.58
01/09/2010;1106051;0.8;1.49
01/10/2010;1106051;8.09;-10.02
01/11/2010;1106051;-7.67;-5.05
01/12/2010;1106051;-2.24;-1.08
01/01/2011;1106051;0.49;0.46
01/02/2011;1106051;6.01;4.57
01/03/2011;1106051;1.54;-0.06
01/04/2011;1106051;1.78;-2.24
01/05/2011;1106051;3.41;1
01/06/2011;1106051;-7.6;-8.38
01/07/2011;1106051;-0.31;3.3
01/08/2011;1106051;30.2;17.33
01/09/2011;1106051;0.17;3.65
01/10/2011;1106051;4.37;9.06
01/11/2011;1106051;;1.54
01/12/2011;1106051;-2.05;-1.77
01/01/2012;1106051;2.84;3.73
01/02/2012;1106051;0.17;0.24
01/03/2012;1106051;-1.69;0.85
01/04/2012;1106051;3.39;4.42
01/05/2012;1106051;;
01/06/2012;1106051;;
01/07/2012;1106051;-0.92;-4.08
01/08/2012;1106051;-0.78;4.44
01/09/2012;1106051;-1.98;0.43
01/10/2012;1106051;0.42;
01/11/2012;1106051;;
01/12/2012;1106051;;
01/01/2013;1106051;-4.51;
01/02/2013;1106051;0.69;0.17
01/03/2013;1106051;-1.91;-3.45
01/04/2013;1106051;1.38;4.9
01/05/2013;1106051;1.28;1.96
01/06/2013;1106051;-0.18;0.35
01/07/2013;1106051;-0.79;0.13
01/08/2013;1106051;0.59;-0.23
01/09/2013;1106051;0.29;-1.18
01/10/2013;1106051;-0.37;-0.63
01/11/2013;1106051;0.85;1.08
01/12/2013;1106051;-1.37;-0.72
01/01/2014;1106051;1.09;0.97
01/02/2014;1106051;2.66;2.81
01/03/2014;1106051;-0.2;0.87
01/04/2014;1106051;-0.36;4.09
01/05/2014;1106051;0.4;-0.62
01/06/2014;1106051;1.04;2.36
01/07/2014;1106051;2.79;3.58
01/08/2014;1106051;-0.75;0.53
01/09/2014;1106051;1.21;1.47
01/10/2014;1106051;0.32;0.32
01/11/2014;1106051;0.27;1.02
01/12/2014;1106051;0.64;0.55
01/01/2015;1106051;0.92;0.93
01/02/2015;1106051;0.26;0.2
01/03/2015;1106051;;
01/04/2015;1106051;0.61;0.33
01/05/2015;1106051;0.33;0.33
01/06/2015;1106051;-0.35;0.09
01/07/2015;1106051;1.23;1.25
01/08/2015;1106051;-0.32;-0.67
01/09/2015;1106051;-0.67;4.49
01/10/2015;1106051;-0.87;
01/11/2015;1106051;0.07;-0.01
01/12/2015;1106051;2.08;1.83
01/01/2016;1106051;0.68;1.03
01/02/2016;1106051;1.57;1.28
01/03/2016;1106051;3.26;1.71
01/04/2016;1106051;-1.23;-0.34
01/05/2016;1106051;-0.37;-0.02
01/06/2016;1106051;;
01/07/2016;1106051;-0.11;0.43
01/08/2016;1106051;-0.45;-0.56
01/09/2016;1106051;1.7;2.87
01/10/2016;1106051;-0.1;-0.59
01/11/2016;1106051;0.89;-0.19
01/12/2016;1106051;-0.07;-0.21
01/01/2017;1106051;-0.4;0.16
01/02/2017;1106051;2.14;1.53
01/03/2017;1106051;0.98;0.33
01/04/2017;1106051;2.2;1.82
01/05/2017;1106051;0.01;0.61
01/06/2017;1106051;-0.36;-0.06
01/07/2017;1106051;3.17;1.78
01/08/2017;1106051;-0.29;-0.58
01/09/2017;1106051;1.55;-1.05
01/10/2017;1106051;0.08;1.03
01/11/2017;1106051;0.1;0.07
01/12/2017;1106051;2.31;0.76
01/01/2018;1106051;-0.48;0.42
01/02/2018;1106051;0.32;0.54
01/03/2018;1106051;1.9;2.01
01/04/2018;1106051;0.07;0.2
01/05/2018;1106051;;
01/06/2018;1106051;;
01/07/2018;1106051;0.08;0.08
01/08/2018;1106051;0.41;0.81
01/09/2018;1106051;1.02;0.53
01/10/2018;1106051;0.71;0.68
01/11/2018;1106051;0.46;0.81
01/12/2018;1106051;-0.47;-0.09
01/01/2019;1106051;-0.09;-0.02
01/02/2019;1106051;0.07;1.08
01/03/2019;1106051;0.78;1.58
01/04/2019;1106051;-3.43;-5.09
01/05/2019;1106051;0.35;0.12
01/06/2019;1106051;0.69;1.35
01/07/2019;1106051;0.15;0.08
01/08/2019;1106051;1.337601916;0.310439612
01/09/2019;1106051;0.55;-0.12
01/10/2019;1106051;0.8;0.8
01/11/2019;1106051;1.03;0.58
01/12/2019;1106051;0.96;0.89
01/01/2020;1106051;-1.54;3.11
01/02/2020;1106051;0.68;1.29
01/03/2020;1106051;0.43;0.45
01/04/2020;1106051;-0.26;0.19
01/05/2020;1106051;0.37;1.52
01/06/2020;1106051;0.67;0.12
01/07/2020;1106051;0.33;-0.66
01/08/2020;1106051;;1.56
01/09/2020;1106051;-0.19;1.08
01/10/2020;1106051;;
01/11/2020;1106051;;
01/12/2020;1106051;0.65;-2.92
01/01/2021;1106051;0.08;0.05
01/02/2021;1106051;-0.43;-0.52
01/03/2021;1106051;3.86;3.86
01/04/2021;1106051;0.3;0.32
01/05/2021;1106051;0.17;0.43
01/06/2021;1106051;0.35;0.35
01/07/2021;1106051;;
01/08/2021;1106051;0.01;0.01
01/09/2021;1106051;;
01/10/2021;1106051;0.2;0.15
01/11/2021;1106051;0.26;
01/12/2021;1106051;;
01/01/2022;1106051;;-0.49
01/02/2010;1106084;0.82;0.66
01/03/2010;1106084;-0.32;-0.67
01/04/2010;1106084;-5.15;-6.64
01/05/2010;1106084;;
01/06/2010;1106084;1.13;0.76
01/07/2010;1106084;-0.04;-0.14
01/08/2010;1106084;0.75;-0.36
01/09/2010;1106084;5.78;9.76
01/10/2010;1106084;9.01;17.32
01/11/2010;1106084;-6.16;-7.67
01/12/2010;1106084;-1.8;-4.1
01/01/2011;1106084;0.36;0.19
01/02/2011;1106084;11.42;8.1
01/03/2011;1106084;-0.88;1.28
01/04/2011;1106084;-0.84;2.3
01/05/2011;1106084;-1.23;0.26
01/06/2011;1106084;-2.99;-7.03
01/07/2011;1106084;-7.84;-3.11
01/08/2011;1106084;13.85;24.4
01/09/2011;1106084;-4.56;-3.01
01/10/2011;1106084;5.27;3.16
01/11/2011;1106084;0.95;-0.92
01/12/2011;1106084;2.97;-0.05
01/01/2012;1106084;2.47;1.66
01/02/2012;1106084;-0.2;-0.25
01/03/2012;1106084;3.36;0.84
01/04/2012;1106084;0.04;0.3
01/05/2012;1106084;2.91;
01/06/2012;1106084;;
01/07/2012;1106084;-2.41;1.38
01/08/2012;1106084;-1.11;-2.55
01/09/2012;1106084;-3.02;-1.96
01/10/2012;1106084;1.17;
01/11/2012;1106084;;
01/12/2012;1106084;;
01/01/2013;1106084;1.57;
01/02/2013;1106084;1.26;1.38
01/03/2013;1106084;2.86;2.02
01/04/2013;1106084;3.94;-0.76
01/05/2013;1106084;0.82;0.41
01/06/2013;1106084;0.89;-0.03
01/07/2013;1106084;0.38;0.12
01/08/2013;1106084;0.77;0.46
01/09/2013;1106084;1.09;1
01/10/2013;1106084;-1.22;-0.48
01/11/2013;1106084;1.45;1.42
01/12/2013;1106084;-1.73;-1.92
01/01/2014;1106084;-0.75;0.06
01/02/2014;1106084;0.38;1.55
01/03/2014;1106084;1.88;0.2
01/04/2014;1106084;2.71;3.67
01/05/2014;1106084;1.06;0.81
01/06/2014;1106084;2.26;-0.3
01/07/2014;1106084;1.74;2.06
01/08/2014;1106084;0.09;-1.27
01/09/2014;1106084;0.59;0.65
01/10/2014;1106084;-0.08;1.08
01/11/2014;1106084;-0.53;-0.34
01/12/2014;1106084;0.7;0.68
01/01/2015;1106084;0.49;0.48
01/02/2015;1106084;0.17;0.25
01/03/2015;1106084;;
01/04/2015;1106084;0.24;0.31
01/05/2015;1106084;0.19;0.19
01/06/2015;1106084;0.61;0.23
01/07/2015;1106084;-0.4;0.62
01/08/2015;1106084;0.92;0.73
01/09/2015;1106084;2.72;3.58
01/10/2015;1106084;1.62;-0.11
01/11/2015;1106084;-0.19;-0.07
01/12/2015;1106084;1.79;2.55
01/01/2016;1106084;0.59;0.35
01/02/2016;1106084;0.32;-0.26
01/03/2016;1106084;2.67;2.4
01/04/2016;1106084;0.74;0.09
01/05/2016;1106084;-0.58;-1.32
01/06/2016;1106084;;
01/07/2016;1106084;1.41;1.31
01/08/2016;1106084;-0.62;0.46
01/09/2016;1106084;3.15;1.95
01/10/2016;1106084;0.38;1.05
01/11/2016;1106084;-1.1;0.31
01/12/2016;1106084;1.28;0.58
01/01/2017;1106084;-0.08;0.12
01/02/2017;1106084;-1.25;-0.68
01/03/2017;1106084;-0.33;0.49
01/04/2017;1106084;3.52;2.15
01/05/2017;1106084;0.59;-0.61
01/06/2017;1106084;0.57;-0.78
01/07/2017;1106084;0.72;2.47
01/08/2017;1106084;-0.03;-0.01
01/09/2017;1106084;-0.41;1.81
01/10/2017;1106084;-0.15;0.44
01/11/2017;1106084;0.81;0.26
01/12/2017;1106084;0.94;1.53
01/01/2018;1106084;-0.22;-0.02
01/02/2018;1106084;-0.45;-0.33
01/03/2018;1106084;0.74;1.3
01/04/2018;1106084;-0.31;
01/05/2018;1106084;;
01/06/2018;1106084;;
01/07/2018;1106084;0.08;0.08
01/08/2018;1106084;0.41;0.61
01/09/2018;1106084;-0.19;0.56
01/10/2018;1106084;1;0.3
01/11/2018;1106084;3.64;1.69
01/12/2018;1106084;1.47;-0.19
01/01/2019;1106084;-0.35;-0.17
01/02/2019;1106084;-0.01;0.06
01/03/2019;1106084;0.23;0.19
01/04/2019;1106084;0.39;0.63
01/05/2019;1106084;0.17;0.29
01/06/2019;1106084;1.72;0.93
01/07/2019;1106084;-0.22;0.03
01/08/2019;1106084;-0.215159231;0.912610432
01/09/2019;1106084;0.64;0.71
01/10/2019;1106084;0.79;0.8
01/11/2019;1106084;1.53;1.54
01/12/2019;1106084;-0.27;0.48
01/01/2020;1106084;0.36;1.47
01/02/2020;1106084;0.93;1.8
01/03/2020;1106084;0.57;0.54
01/04/2020;1106084;0.72;0.23
01/05/2020;1106084;-0.08;-0.48
01/06/2020;1106084;3.2;2.09
01/07/2020;1106084;0.33;-0.04
01/08/2020;1106084;;-0.35
01/09/2020;1106084;0.76;-0.91
01/10/2020;1106084;;
01/11/2020;1106084;;
01/12/2020;1106084;0.64;2.97
01/01/2021;1106084;0.08;0.03
01/02/2021;1106084;;
01/03/2021;1106084;1.75;1.75
01/04/2021;1106084;-0.05;-0.08
01/05/2021;1106084;0.45;0.62
01/06/2021;1106084;;
01/07/2021;1106084;0.41;0.28
01/08/2021;1106084;-0.05;-0.05
01/09/2021;1106084;1.17;
01/10/2021;1106084;-2.71;0.08
01/11/2021;1106084;0.67;0.56
01/12/2021;1106084;;
01/01/2022;1106084;;8.4
01/02/2010;1107009;0.96;1.18
01/03/2010;1107009;-0.2;-0.49
01/04/2010;1107009;0.58;1.69
01/05/2010;1107009;;
01/06/2010;1107009;0.22;-0.6
01/07/2010;1107009;-0.04;0.59
01/08/2010;1107009;-0.33;-0.57
01/09/2010;1107009;-5.4;1.5
01/10/2010;1107009;-2.55;11.44
01/11/2010;1107009;-3.55;-2.87
01/12/2010;1107009;3.4;3.74
01/01/2011;1107009;-0.02;-0.97
01/02/2011;1107009;-1;4.4
01/03/2011;1107009;-3.31;3.43
01/04/2011;1107009;0.26;0.37
01/05/2011;1107009;2.32;-0.25
01/06/2011;1107009;-0.35;-3.22
01/07/2011;1107009;4.29;-14.3
01/08/2011;1107009;6.2;8.44
01/09/2011;1107009;1.18;0.21
01/10/2011;1107009;0.02;-0.9
01/11/2011;1107009;-1.58;1.13
01/12/2011;1107009;-0.06;3.06
01/01/2012;1107009;3.7;2.48
01/02/2012;1107009;-0.28;-0.38
01/03/2012;1107009;-0.51;-0.51
01/04/2012;1107009;1.09;1.01
01/05/2012;1107009;5.76;3.09
01/06/2012;1107009;;
01/07/2012;1107009;-1.37;-1.09
01/08/2012;1107009;-4.22;3.13
01/09/2012;1107009;1.95;-1.08
01/10/2012;1107009;-1.34;
01/11/2012;1107009;;
01/12/2012;1107009;;
01/01/2013;1107009;-4.33;
01/02/2013;1107009;1.95;1.42
01/03/2013;1107009;-2.16;-0.2
01/04/2013;1107009;1.29;0.69
01/05/2013;1107009;1.26;0.96
01/06/2013;1107009;0.3;-0.74
01/07/2013;1107009;0.08;-0.64
01/08/2013;1107009;0.35;-0.45
01/09/2013;1107009;1.81;-0.44
01/10/2013;1107009;0.66;-0.29
01/11/2013;1107009;2.24;2.75
01/12/2013;1107009;-1.28;-1.1
01/01/2014;1107009;0.21;0.3
01/02/2014;1107009;0.57;1.12
01/03/2014;1107009;0.41;1.87
01/04/2014;1107009;2.97;0.34
01/05/2014;1107009;0.38;0.44
01/06/2014;1107009;1.25;-0.35
01/07/2014;1107009;-0.65;-0.67
01/08/2014;1107009;1.32;0.18
01/09/2014;1107009;0.31;0.29
01/10/2014;1107009;-0.98;0.41
01/11/2014;1107009;0.37;-0.17
01/12/2014;1107009;0.49;0.47
01/01/2015;1107009;0.45;0.45
01/02/2015;1107009;0.15;
01/03/2015;1107009;;
01/04/2015;1107009;3.51;3.15
01/05/2015;1107009;0.09;0.09
01/06/2015;1107009;1.2;1.08
01/07/2015;1107009;0.35;1.48
01/08/2015;1107009;0.97;0.22
01/09/2015;1107009;-1.41;-0.19
01/10/2015;1107009;0.13;1.32
01/11/2015;1107009;0.22;-0.21
01/12/2015;1107009;0.69;1.13
01/01/2016;1107009;0.19;0.22
01/02/2016;1107009;-1.08;-1.28
01/03/2016;1107009;-0.55;1.32
01/04/2016;1107009;0.94;0.41
01/05/2016;1107009;0.7;0.73
01/06/2016;1107009;;
01/07/2016;1107009;-0.53;0.63
01/08/2016;1107009;-1.2;-1.21
01/09/2016;1107009;-1.12;0.58
01/10/2016;1107009;0.96;-0.01
01/11/2016;1107009;-0.69;0.97
01/12/2016;1107009;2.05;1.19
01/01/2017;1107009;1.11;1.1
01/02/2017;1107009;-0.78;0.65
01/03/2017;1107009;-1.19;-0.26
01/04/2017;1107009;-0.81;2.94
01/05/2017;1107009;1.99;0.95
01/06/2017;1107009;-0.03;0.47
01/07/2017;1107009;0.92;-0.25
01/08/2017;1107009;0.79;0.75
01/09/2017;1107009;1.24;-1.08
01/10/2017;1107009;-0.22;0.48
01/11/2017;1107009;0.15;0.11
01/12/2017;1107009;-0.43;1.34
01/01/2018;1107009;0.36;-0.06
01/02/2018;1107009;-0.98;-0.85
01/03/2018;1107009;;
01/04/2018;1107009;-0.36;-1.97
01/05/2018;1107009;;
01/06/2018;1107009;;
01/07/2018;1107009;0.07;0.08
01/08/2018;1107009;0.99;0.44
01/09/2018;1107009;-0.65;-0.39
01/10/2018;1107009;0.88;0.77
01/11/2018;1107009;-0.27;0.16
01/12/2018;1107009;0.42;2.25
01/01/2019;1107009;0.06;-0.12
01/02/2019;1107009;-0.22;-0.21
01/03/2019;1107009;0.05;0.67
01/04/2019;1107009;0.5;1.49
01/05/2019;1107009;0.09;0.7
01/06/2019;1107009;0.68;0.92
01/07/2019;1107009;0.15;0.04
01/08/2019;1107009;3.46;0.620164179
01/09/2019;1107009;0.82;0.82
01/10/2019;1107009;0.57;0.57
01/11/2019;1107009;1.36;0.74
01/12/2019;1107009;1.85;0.81
01/01/2020;1107009;6.56;6.94
01/02/2020;1107009;-0.1;0.78
01/03/2020;1107009;1.18;1.35
01/04/2020;1107009;-0.22;-0.17
01/05/2020;1107009;0.51;0.86
01/06/2020;1107009;-1.27;-3.1
01/07/2020;1107009;-0.89;-0.58
01/08/2020;1107009;;0.97
01/09/2020;1107009;0.9;0.91
01/10/2020;1107009;;
01/11/2020;1107009;;
01/12/2020;1107009;-0.18;-0.95
01/01/2021;1107009;0.24;0.19
01/02/2021;1107009;;
01/03/2021;1107009;;
01/04/2021;1107009;;-0.03
01/05/2021;1107009;0.44;0.31
01/06/2021;1107009;;
01/07/2021;1107009;;
01/08/2021;1107009;-0.09;-0.15
01/09/2021;1107009;3.64;4.68
01/10/2021;1107009;;3.4
01/11/2021;1107009;0.12;1.17
01/12/2021;1107009;;
01/01/2022;1107009;;0.03
01/02/2010;1107018;1.27;0.92
01/03/2010;1107018;1.65;0.17
01/04/2010;1107018;1.5;-0.85
